PLAN,LOGIN,ELEMENTO,MODELO,IP,PUERTO,RESULTADO
Home ADSL Mixto 1 y 2,gyeracede_m,gyeurdurdenor1,6524,172.17.125.254,7,CAMBIADO
Home ADSL Mixto 1 y 2,gyemagilerc1,gyepthvallealtolondres1,6524,172.17.136.254,1,CAMBIADO
Home ADSL Mixto 2 y 4,caydemanangonr1,caycaynjarrin1,6524,172.30.250.5,11,CAMBIADO
Home ADSL Mixto 1 y 2,uioeftole_m,uioortgabrielaB1,6524,172.30.252.67,23,CAMBIADO
Home ADSL Mixto 2 y 4,uiopramirezf,uioortgabrielaB1,6524,172.30.252.67,24,CAMBIADO
Home ADSL Mixto 1 y 2,uiojpsarz_m,uioarmpuebloblanco2,6524,172.30.251.90,23,CAMBIADO
Home ADSL Mixto 1 y 2,uiojmniet_m,uioarmpuebloblanco2,6524,172.30.251.90,9,CAMBIADO
Home ADSL Mixto 2 y 4,uiodivinuezao1,uioarmilalo1,6524,172.30.252.106,24,CAMBIADO
Home ADSL Mixto 3 y 6,uiospachel2,uioarmilalo1,6524,172.30.252.106,15,CAMBIADO
Home ADSL Mixto 1 y 2,uiosymusob_m,uionpmlagunaA1,6524,172.30.251.2,18,CAMBIADO
Home ADSL Mixto 3 y 6,uioisantosb,uionpmlagunaA1,6524,172.30.251.2,11,CAMBIADO
Home ADSL Mixto 1 y 2,stdgepull_m,stdmtlmutualista1,6524,172.30.253.66,3,CAMBIADO
Home ADSL Mixto 1 y 2,stdjomunozn1,stdmtlmutualista1,6524,172.30.253.66,15,CAMBIADO
Home ADSL Mixto 1 y 2,stdeiroserom1,stdmtlmutualista1,6524,172.30.253.66,2,CAMBIADO
Home ADSL Mixto 512 y 2048,bnfmmprad_m4,bnfbnfcentro1,6524,172.22.24.254,3,CAMBIADO
Home ADSL Mixto 1 y 2,bnfzyang_m,bnfbnfcentro1,6524,172.22.24.254,22,CAMBIADO
Home ADSL Mixto 1 y 2,bnfchmora_m,bnfbnfcentro1,6524,172.22.24.254,6,CAMBIADO
Home ADSL Mixto 1 y 2,pornjgoro_m,porpormaestro2,6524,172.29.122.253,5,CAMBIADO
Internet Home ADSL Mixto 0.5 y 2.5,porjpbarberanq1,porpormaestro2,6524,172.29.122.253,10,CAMBIADO
Home ADSL Mixto 512 y 1024,milkejarr_m,milmilbellavistan2,6524,172.16.94.253,1,CAMBIADO
Home ADSL Mixto 512 y 1024,miljmbara_m,milmilbellavistan2,6524,172.16.94.253,3,CAMBIADO
Home ADSL Mixto 512 y 2048,milgitorresg1,milmilbellavistan2,6524,172.16.94.253,5,CAMBIADO
Home ADSL Mixto 1 y 2,empolriveraf1,empempcte2,6524,172.22.106.253,7,CAMBIADO
Home ADSL Mixto 1 y 2,empjmjimenezp1,empempcte2,6524,172.22.106.253,8,CAMBIADO
Home ADSL Mixto 1 y 2,empbaloorp1,empempcte2,6524,172.22.106.253,6,CAMBIADO
Home ADSL Mixto 3 y 6,gyesbugnano1,gyeame2kolimpo1,6524,172.27.164.254,13,CAMBIADO
Home ADSL Mixto 2 y 4,gyejgviva_m,gyeame2kolimpo1,6524,172.27.164.254,23,CAMBIADO
Home ADSL Mixto 1 y 2,rmhlmgavilanezr1,uiosnlurbfranciscoC1,6524,172.30.252.92,23,CAMBIADO
Home ADSL Mixto 2 y 4,uiosubial,uiosnlurbfranciscoC1,6524,172.30.252.92,17,CAMBIADO
Home ADSL Mixto 2 y 4,uioriarev_m,uiosnlurbfranciscoC1,6524,172.30.252.92,19,CAMBIADO
Home ADSL Mixto 1 y 2,stdlzhang_m,stdsdhpupusa2,6524,172.30.253.149,3,CAMBIADO
Home ADSL Mixto 1 y 2,stdwlin_m,stdsdhpupusa2,6524,172.30.253.149,11,CAMBIADO
Home ADSL Mixto 1 y 2,stdeesotalinn,stdsdhpupusa2,6524,172.30.253.149,16,CAMBIADO
Home ADSL Mixto 3 y 6,stdiglesiadelpa,stdsdhpupusa2,6524,172.30.253.149,9,CAMBIADO
Home ADSL Mixto 1 y 2,stdjaastu_m2,stdbobalborada1,6524,172.30.253.60,15,CAMBIADO
Home ADSL Mixto 1 y 2,stddesolo_m,stdbobalborada1,6524,172.30.253.60,24,CAMBIADO
Home ADSL Mixto 1 y 2,stdpiparr_m,stdbobalborada1,6524,172.30.253.60,23,CAMBIADO
Home ADSL Mixto 1 y 2,stdjacast_m,stdbobalborada1,6524,172.30.253.60,2,CAMBIADO
Home ADSL Mixto 1 y 2,strweprec_m,strstrfabianespinoza1,6524,172.20.58.254,6,CAMBIADO
Home ADSL Mixto 1 y 2,strolcuen_m,strstrfabianespinoza1,6524,172.20.58.254,23,CAMBIADO
Home ADSL Mixto 1 y 2,strjhbrit_m,strstrfabianespinoza1,6524,172.20.58.254,24,CAMBIADO
Home ADSL Mixto 1 y 2,striomend_m,strstrfabianespinoza1,6524,172.20.58.254,21,CAMBIADO
Home ADSL Mixto 1 y 2,strdpinig_m,strstrfabianespinoza1,6524,172.20.58.254,8,CAMBIADO
Home ADSL Mixto 1 y 2,stdoeleonj_m,stdsdh20deoctubre1,6524,172.30.253.152,2,CAMBIADO
Home ADSL Mixto 1 y 2,stdjftorr_m,stdsdh20deoctubre1,6524,172.30.253.152,1,CAMBIADO
Home ADSL Mixto 1 y 2,stdbmzham_m,stdsdh20deoctubre1,6524,172.30.253.152,5,CAMBIADO
Home ADSL Mixto 1 y 2,stdmdleonj_m,stdsdh20deoctubre1,6524,172.30.253.152,3,CAMBIADO
Home ADSL Mixto 1 y 2,gyewporme_m,gyeata2saucesdos1,6524,172.27.34.251,24,CAMBIADO
Home ADSL Mixto 1 y 2,gyelfbelitamae1,gyeata2saucesdos1,6524,172.27.34.251,2,CAMBIADO
Home ADSL Mixto 1 y 2,riojdlaram_m,rioimplasalle1,6524,172.31.200.35,23,CAMBIADO
Home ADSL Mixto 1 y 2,riojpcuev,rioimplasalle1,6524,172.31.200.35,24,CAMBIADO
Home ADSL Mixto 1 y 2,riomapalmayp1,rioimplasalle1,6524,172.31.200.35,10,CAMBIADO
Home ADSL Mixto 1 y 2,riogpilamungam1,rioimplasalle1,6524,172.31.200.35,15,CAMBIADO
Home ADSL Mixto 2 y 4,rioagsalazara1,rioimplasalle1,6524,172.31.200.35,22,CAMBIADO
Home ADSL Mixto 2 y 4,riodsanch_m,rioimplasalle1,6524,172.31.200.35,16,CAMBIADO
Home ADSL Mixto 512 y 1024,milsmpalm_m,milmilunidas2,6524,172.16.60.253,3,CAMBIADO
Home ADSL Mixto 512 y 1024,miljmleonp_m,milmilunidas2,6524,172.16.60.253,4,CAMBIADO
Home ADSL Mixto 512 y 2048,milajavilal1,milmilunidas2,6524,172.16.60.253,5,CAMBIADO
Home ADSL Mixto 512 y 2048,milmaquis_m4,milmilunidas2,6524,172.16.60.253,1,CAMBIADO
Home ADSL Mixto 512 y 3072,milemsilv_m6,milmilunidas2,6524,172.16.60.253,2,CAMBIADO
Home ADSL Mixto 1 y 2,porklmezac,porpascalifornia1,6524,172.29.26.254,24,CAMBIADO
Home ADSL Mixto 1 y 2,porwemielesn_m,porpascalifornia1,6524,172.29.26.254,15,CAMBIADO
Home ADSL Mixto 3 y 6,poraicost_m,porpascalifornia1,6524,172.29.26.254,21,CAMBIADO
Internet Home ADSL Mixto 0.5 y 2.5,porjrvill_m,porpascalifornia1,6524,172.29.26.254,3,CAMBIADO
Home ADSL Mixto 1 y 2,riotcvegae_m,riotrmlospinos1,6524,172.31.200.4,8,CAMBIADO
Home ADSL Mixto 1 y 2,riopvtell_m,riotrmlospinos1,6524,172.31.200.4,9,CAMBIADO
Home ADSL Mixto 1 y 2,rioatubid_m,riotrmlospinos1,6524,172.31.200.4,10,CAMBIADO
Home ADSL Mixto 1 y 2,rioamtorr_m,riotrmlospinos1,6524,172.31.200.4,11,CAMBIADO
Home ADSL Mixto 2 y 4,riompjarag1,riotrmlospinos1,6524,172.31.200.4,13,CAMBIADO
Home ADSL Mixto 3 y 6,riovgvaldiviezov1,riotrmlospinos1,6524,172.31.200.4,12,CAMBIADO
Home ADSL Mixto 1 y 2,stdrjcast_m,stdsdhstamartha1,6524,172.30.253.153,12,CAMBIADO
Home ADSL Mixto 1 y 2,stdgasant_m,stdsdhstamartha1,6524,172.30.253.153,9,CAMBIADO
Home ADSL Mixto 1 y 2,stdtmintr_m,stdsdhstamartha1,6524,172.30.253.153,11,CAMBIADO
