PLAN,LOGIN,ELEMENTO,MODELO,IP,PUERTO,RESULTADO
Home ADSL Mixto 1 y 2,pornjganc_m,porpastamarindos1,A2048,172.29.26.252,xdsl 25,CAMBIADO
Internet Home ADSL Mixto 0.5 y 4.0,porjbfalconic,porpastamarindos1,A2048,172.29.26.252,xdsl 9,CAMBIADO
Home ADSL Mixto 1 y 2,jippamoran_m,jipjipricaurte1,A2048,172.21.35.254,xdsl 40,CAMBIADO
Home ADSL Mixto 1 y 2,uiormlunaz_m,uiodizgranja1,A2048,172.30.254.82,xdsl 36,CAMBIADO
Home ADSL Mixto 1 y 2,uiocbsanchezm_m,uiocrccolon1,A2048,172.30.252.34,xdsl 19,CAMBIADO
Home ADSL Mixto 3 y 6,uiospalacios,uioarmlaescondida1,A2048,172.30.251.84,xdsl 32,CAMBIADO
Home ADSL Mixto 3 y 6,uiosjcarr_m,uioarmlaescondida1,A2048,172.30.251.84,xdsl 33,CAMBIADO
Home ADSL Mixto 1 y 2,uiojnpati_m,uioarmestancia1,A2048,172.30.252.108,xdsl 31,CAMBIADO
Home ADSL Mixto 2 y 4,uiocfmongee2,uioarmestancia1,A2048,172.30.252.108,xdsl 18,CAMBIADO
Home ADSL Mixto 4 y 8,uiordensm_m,uioarmestancia1,A2048,172.30.252.108,xdsl 20,CAMBIADO
Home ADSL Mixto 1 y 2,cayrpadillac2,caycaycayambe1,A2048,172.30.250.2,xdsl 15,CAMBIADO
Home ADSL Mixto 512 y 1024,pordrcastillov1,porpasolivos1,A2048,172.29.26.251,xdsl 3,CAMBIADO
Home ADSL Mixto 2 y 4,porarfloresv,porpasolivos1,A2048,172.29.26.251,xdsl 20,CAMBIADO
Internet Home ADSL Mixto 0.5 y 2.5,pormesilv,porpasolivos1,A2048,172.29.26.251,xdsl 12,CAMBIADO
Home ADSL Mixto 1 y 2,porhamaciasc,porporministerio1,A2048,172.29.46.254,xdsl 29,CAMBIADO
Home ADSL Mixto 2 y 4,porseanga_m,porporministerio1,A2048,172.29.46.254,xdsl 24,CAMBIADO
Internet Home ADSL Mixto 0.5 y 2.5,porbavallejosg1,porporministerio1,A2048,172.29.46.254,xdsl 46,CAMBIADO
Internet Home ADSL Mixto 0.5 y 2.5,porjemoralesc1,porporministerio1,A2048,172.29.46.254,xdsl 43,CAMBIADO
Home ADSL Mixto 1 y 2,vincjmosq_m,vinvinextensionsucre1,A2048,172.25.1.252,xdsl 32,CAMBIADO
Home ADSL Mixto 1 y 2,caymmpaezj2,caycaycayambe2,A2048,172.30.250.3,xdsl 46,CAMBIADO
Home ADSL Mixto 2 y 4,uioltacob1,uioslgamerica1,A2048,172.30.252.171,xdsl 37,CAMBIADO
Home ADSL Mixto 2 y 4,porfmajoyd_m,porporinteractive2,A2048,172.29.21.253,xdsl 26,CAMBIADO
Home ADSL Mixto 1 y 2,jipljpinelam2,jipjip3demayo1,A2048,172.21.26.254,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,jipjwaram_m,jipjip3demayo1,A2048,172.21.26.254,xdsl 42,CAMBIADO
Home ADSL Mixto 2 y 4,uiogmvanegasg1,uiongvgranados1,A2048,172.30.249.4,xdsl 4,CAMBIADO
Home ADSL Mixto 2 y 4,uioovpenahe_m,uiongvgranados1,A2048,172.30.249.4,xdsl 1,CAMBIADO
Home ADSL Mixto 4 y 8,uiommgrijal_m,uiotrqterrazassol1,A2048,172.30.252.82,xdsl 21,CAMBIADO
Home ADSL Mixto 2 y 4,pormiguerrer_m,porporcatedral1,A2048,172.29.98.254,xdsl 24,CAMBIADO
Internet Home ADSL Mixto 0.5 y 6.1,porxzaiyun,porporcatedral1,A2048,172.29.98.254,xdsl 45,CAMBIADO
Internet Home ADSL Mixto 0.5 y 6.1,porjkcovenam,porporcatedral1,A2048,172.29.98.254,xdsl 22,CAMBIADO
Home ADSL Mixto 1 y 2,porammaridu_m,porporleones1,A2048,172.29.58.254,xdsl 15,CAMBIADO
Home ADSL Mixto 3 y 6,porcesolo_m,porporleones1,A2048,172.29.58.254,xdsl 42,CAMBIADO
Home ADSL Mixto 512 y 1024,porroduch_m,porpaselnino1,A2048,172.29.26.250,xdsl 25,CAMBIADO
Home ADSL Mixto 2 y 4,porgmsanc_m,porpaselnino1,A2048,172.29.26.250,xdsl 3,CAMBIADO
Home ADSL Mixto 3 y 6,pormrasanv_m,porpaselnino1,A2048,172.29.26.250,xdsl 32,CAMBIADO
Home ADSL Mixto 3 y 6,uiowapastranav1,uiobrr2hiedras1,A2048,172.30.249.211,xdsl 7,CAMBIADO
Home ADSL Mixto 3 y 6,uiolddea1,uiobrr2hiedras1,A2048,172.30.249.211,xdsl 30,CAMBIADO
Home ADSL Mixto 3 y 6,uiokolorsa_m,uiobrr2hiedras1,A2048,172.30.249.211,xdsl 15,CAMBIADO
Home ADSL Mixto 4 y 8,uiobis.a._m,uiongv2bromelias1,A2048,172.30.254.167,xdsl 37,CAMBIADO
Home ADSL Mixto 256 y 512,uiomdleon_n,uiongv2bromelias1,A2048,172.30.254.167,xdsl 15,CAMBIADO
Home ADSL Mixto 3 y 6,uiohavald_m,uiolbslimonar1,A2048,172.30.249.146,xdsl 11,CAMBIADO
Home ADSL Mixto 3 y 6,uiovsorok_m,uiolbslimonar1,A2048,172.30.249.146,xdsl 39,CAMBIADO
Home ADSL Mixto 2 y 4,uioerpazm_m,uiolbslimonar1,A2048,172.30.249.146,xdsl 15,CAMBIADO
Home ADSL Mixto 3 y 6,uiocavivancoz1,uioprsmotilones1,A2048,172.30.249.35,xdsl 1,CAMBIADO
Home ADSL Mixto 2 y 4,uiojatorr_m,uioprsmotilones1,A2048,172.30.249.35,xdsl 6,CAMBIADO
Home ADSL Mixto 1 y 2,uioeaquir_m,uiomdnjatupungo1,A2048,172.30.249.226,xdsl 35,CAMBIADO
Home ADSL Mixto 2 y 4,uiocipazm,uiomdnjatupungo1,A2048,172.30.249.226,xdsl 26,CAMBIADO
Home ADSL Mixto 3 y 6,uioagfrei_m,uiomdnjatupungo1,A2048,172.30.249.226,xdsl 36,CAMBIADO
Home ADSL Mixto 3 y 6,uioeaquiro_m,uiomdnjatupungo1,A2048,172.30.249.226,xdsl 41,CAMBIADO
Home ADSL Mixto 3 y 6,uiojesala_m,uiomdnjatupungo1,A2048,172.30.249.226,xdsl 37,CAMBIADO
Home ADSL Mixto 1 y 2,uiojrenca_m,uiobogjpareja1,A2048,172.30.251.132,xdsl 12,CAMBIADO
Home ADSL Mixto 1 y 2,uiodmcrio_m,uiobogjpareja1,A2048,172.30.251.132,xdsl 7,CAMBIADO
Home ADSL Mixto 512 y 1536,uiotoroc_m,uiobogjpareja1,A2048,172.30.251.132,xdsl 18,CAMBIADO
Home ADSL Mixto 2 y 4,uiobsa_m,uiobogjpareja1,A2048,172.30.251.132,xdsl 29,CAMBIADO
Home ADSL Mixto 2 y 4,uioagfigu_m,uiobogjpareja1,A2048,172.30.251.132,xdsl 34,CAMBIADO
Home ADSL Mixto 1 y 2,uiogdcuacesr1,uiomorsclara1,A2048,172.30.252.18,xdsl 20,CAMBIADO
Home ADSL Mixto 6 y 12,uioabhughesm,uiomorsclara1,A2048,172.30.252.18,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,porlvtorog_m,porporcristorey1,A2048,172.29.50.254,xdsl 10,CAMBIADO
Home ADSL Mixto 2 y 4,porlaalav_m,porporcristorey1,A2048,172.29.50.254,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,jipbfholguing1,jipjipsantistevan1,A2048,172.21.36.254,xdsl 1,CAMBIADO
Home ADSL Mixto 1 y 2,jipmofigueroac2,jipjipsantistevan1,A2048,172.21.36.254,xdsl 32,CAMBIADO
Home ADSL Mixto 1 y 2,jippjaceboc_m,jipjipsantistevan1,A2048,172.21.36.254,xdsl 29,CAMBIADO
Home ADSL Mixto 1 y 2,jiparsola_m,jipjipsantistevan1,A2048,172.21.36.254,xdsl 27,CAMBIADO
Home ADSL Mixto 1 y 2,jipamtuar_m,jipjipsantistevan1,A2048,172.21.36.254,xdsl 26,CAMBIADO
Home ADSL Mixto 1 y 2,uiojcagui_m,uioarmpuebloblanco1,A2048,172.30.251.87,xdsl 8,CAMBIADO
Home ADSL Mixto 1 y 2,uioapnovoac2,uioarmpuebloblanco1,A2048,172.30.251.87,xdsl 42,CAMBIADO
Home ADSL Mixto 2 y 4,uiofdflor_m,uioarmpuebloblanco1,A2048,172.30.251.87,xdsl 31,CAMBIADO
Home ADSL Mixto 2 y 4,uiolmsarm_m,uioarmpuebloblanco1,A2048,172.30.251.87,xdsl 24,CAMBIADO
Home ADSL Mixto 2 y 4,uiodjboad_m,uioarmpuebloblanco1,A2048,172.30.251.87,xdsl 17,CAMBIADO
Home ADSL Mixto 1 y 2,queeeastu_m,quequechonqui1,A2048,172.22.54.254,xdsl 47,CAMBIADO
Home ADSL Mixto 1 y 2,quehomoreira_m,quequechonqui1,A2048,172.22.54.254,xdsl 1,CAMBIADO
Home ADSL Mixto 1 y 2,quecgtova_m,quequechonqui1,A2048,172.22.54.254,xdsl 14,CAMBIADO
Home ADSL Mixto 2 y 4,queofguerrac_m,quequechonqui1,A2048,172.22.54.254,xdsl 9,CAMBIADO
Home ADSL Mixto 2 y 4,uiogeandradeo1,uiogchsanfrancisco1,A2048,172.30.249.165,xdsl 8,CAMBIADO
Home ADSL Mixto 3 y 6,uiojfsevillar1,uiogchsanfrancisco1,A2048,172.30.249.165,xdsl 10,CAMBIADO
Home ADSL Mixto 6 y 12,uiogvclavijog1,uiogchsanfrancisco1,A2048,172.30.249.165,xdsl 45,CAMBIADO
Home ADSL Mixto 2 y 4,porcadel_m,porporpmacias1,A2048,172.29.62.254,xdsl 42,CAMBIADO
Home ADSL Mixto 2 y 4,poromaldon_m,porporpmacias1,A2048,172.29.62.254,xdsl 8,CAMBIADO
Internet Home ADSL Mixto 0.5 y 4.0,porpjzamb,porporpmacias1,A2048,172.29.62.254,xdsl 32,CAMBIADO
Internet Home ADSL Mixto 0.5 y 2.5,porwjvele,porporpmacias1,A2048,172.29.62.254,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,uiocjvalv_m,uiofrtcomite1,A2048,172.30.252.178,xdsl 15,CAMBIADO
Home ADSL Mixto 1 y 2,uioaeandr_m,uiofrtcomite1,A2048,172.30.252.178,xdsl 19,CAMBIADO
Home ADSL Mixto 1 y 2,uiopepine_m,uiofrtcomite1,A2048,172.30.252.178,xdsl 6,CAMBIADO
Home ADSL Mixto 1 y 2,uiondcarrilloh,uiofrtcomite1,A2048,172.30.252.178,xdsl 30,CAMBIADO
Home ADSL Mixto 2 y 4,uiodamartinez1,uiofrtcomite1,A2048,172.30.252.178,xdsl 40,CAMBIADO
Home ADSL Mixto 1 y 2,poraebrav_m,porpor24deseptiembre1,A2048,172.29.86.254,xdsl 23,CAMBIADO
Home ADSL Mixto 1 y 2,porfufran_m,porpor24deseptiembre1,A2048,172.29.86.254,xdsl 45,CAMBIADO
Home ADSL Mixto 1 y 2,porcralarconm_m,porpor24deseptiembre1,A2048,172.29.86.254,xdsl 1,CAMBIADO
Internet Home ADSL Mixto 0.5 y 4.0,pormcgarc_m4,porpor24deseptiembre1,A2048,172.29.86.254,xdsl 24,CAMBIADO
Home ADSL Mixto 3 y 6,uiodandinom1,uiontuvinedos1,A2048,172.30.249.89,xdsl 8,CAMBIADO
Home ADSL Mixto 3 y 6,uiojacrowc1,uiontuvinedos1,A2048,172.30.249.89,xdsl 13,CAMBIADO
Home ADSL Mixto 4 y 8,uiomsvillago_m,uiontuvinedos1,A2048,172.30.249.89,xdsl 3,CAMBIADO
Home ADSL Mixto 4 y 8,uiojjsalg_m,uiontuvinedos1,A2048,172.30.249.89,xdsl 9,CAMBIADO
Home ADSL Mixto 1 y 2,pallacost_m,palpalmocache1,A2048,172.25.8.254,xdsl 29,CAMBIADO
Home ADSL Mixto 1 y 2,palfmmarq_m,palpalmocache1,A2048,172.25.8.254,xdsl 28,CAMBIADO
Home ADSL Mixto 1 y 2,palocibar_m,palpalmocache1,A2048,172.25.8.254,xdsl 31,CAMBIADO
Home ADSL Mixto 2 y 4,palfalvarezg_m,palpalmocache1,A2048,172.25.8.254,xdsl 16,CAMBIADO
Home ADSL Mixto 1 y 2,uiorhmora_m,uioarmarupos1,A2048,172.30.251.85,xdsl 45,CAMBIADO
Home ADSL Mixto 1 y 2,uioiacarvajalc1,uioarmarupos1,A2048,172.30.251.85,xdsl 47,CAMBIADO
Home ADSL Mixto 1 y 2,uioeeromerom1,uioarmarupos1,A2048,172.30.251.85,xdsl 2,CAMBIADO
Home ADSL Mixto 2 y 4,uiojayepezl1,uioarmarupos1,A2048,172.30.251.85,xdsl 22,CAMBIADO
Home ADSL Mixto 2 y 4,uiolagarzonm1,uioarmarupos1,A2048,172.30.251.85,xdsl 13,CAMBIADO
Home ADSL Mixto 2 y 4,uiosgromerom,uioarmarupos1,A2048,172.30.251.85,xdsl 23,CAMBIADO
Home ADSL Mixto 256 y 512,uioepperaltac_m,uioarmarupos1,A2048,172.30.251.85,xdsl 27,CAMBIADO
Home ADSL Mixto 3 y 6,uiompsanchezs1,uiontusrosa1,A2048,172.30.249.86,xdsl 31,CAMBIADO
Home ADSL Mixto 4 y 8,uiojcpanchib,uiontusrosa1,A2048,172.30.249.86,xdsl 15,CAMBIADO
Home ADSL Mixto 6 y 12,uiolmtorresv3,uiontusrosa1,A2048,172.30.249.86,xdsl 29,CAMBIADO
Home ADSL Mixto 1 y 2,jipnytumb_m,jipjipjipijapa2,A2048,172.21.21.253,xdsl 12,CAMBIADO
Home ADSL Mixto 1 y 2,jipyaquimiss_m,jipjipjipijapa2,A2048,172.21.21.253,xdsl 44,CAMBIADO
Home ADSL Mixto 1 y 2,jipvmloorc_m,jipjipjipijapa2,A2048,172.21.21.253,xdsl 23,CAMBIADO
Home ADSL Mixto 2 y 4,jipafpluas_m,jipjipjipijapa2,A2048,172.21.21.253,xdsl 39,CAMBIADO
Home ADSL Mixto 2 y 4,jipuebermude_m,jipjipjipijapa2,A2048,172.21.21.253,xdsl 18,CAMBIADO
Home ADSL Mixto 1 y 2,baldbmend_m,balbalbaltazar2,A2048,172.26.2.253,xdsl 33,CAMBIADO
Home ADSL Mixto 4 y 8,ballgcarbof_m,balbalbaltazar2,A2048,172.26.2.253,xdsl 23,CAMBIADO
Home ADSL Mixto 1 y 2,troyynara_m,trotro25deagosto1,A2048,10.114.13.254,xdsl 48,CAMBIADO
Home ADSL Mixto 1 y 2,trojrorti_m,trotro25deagosto1,A2048,10.114.13.254,xdsl 40,CAMBIADO
Home ADSL Mixto 1 y 2,trojkpere_m,trotro25deagosto1,A2048,10.114.13.254,xdsl 31,CAMBIADO
Home ADSL Mixto 1 y 2,tronjcabe_m,trotro25deagosto1,A2048,10.114.13.254,xdsl 39,CAMBIADO
Home ADSL Mixto 1 y 2,trowdarce_m,trotro25deagosto1,A2048,10.114.13.254,xdsl 27,CAMBIADO
Home ADSL Mixto 512 y 2048,porfmmaciasy4,porpor18deoctubre1,A2048,172.29.78.254,xdsl 29,CAMBIADO
Home ADSL Mixto 512 y 2048,porfmmaciasy2,porpor18deoctubre1,A2048,172.29.78.254,xdsl 28,CAMBIADO
Home ADSL Mixto 512 y 2048,porfmmaciasy3,porpor18deoctubre1,A2048,172.29.78.254,xdsl 27,CAMBIADO
Home ADSL Mixto 1 y 2,porlmmaci_m,porpor18deoctubre1,A2048,172.29.78.254,xdsl 6,CAMBIADO
Home ADSL Mixto 2 y 4,pormmpala_m,porpor18deoctubre1,A2048,172.29.78.254,xdsl 20,CAMBIADO
Home ADSL Mixto 1 y 2,vinjeayonl_m,vinvinsucre2,A2048,172.25.1.253,xdsl 44,CAMBIADO
Home ADSL Mixto 1 y 2,vinrjloza2_m,vinvinsucre2,A2048,172.25.1.253,xdsl 39,CAMBIADO
Home ADSL Mixto 2 y 4,vinoarome_m,vinvinsucre2,A2048,172.25.1.253,xdsl 22,CAMBIADO
Home ADSL Mixto 2 y 4,vineaquint_m,vinvinsucre2,A2048,172.25.1.253,xdsl 27,CAMBIADO
Home ADSL Mixto 1 y 2,quecaruizc_m,que7oc7deoctubreuno2,A2048,172.22.52.253,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,queefluac_m,que7oc7deoctubreuno2,A2048,172.22.52.253,xdsl 47,CAMBIADO
Home ADSL Mixto 2 y 4,queimporp_m,que7oc7deoctubreuno2,A2048,172.22.52.253,xdsl 14,CAMBIADO
Home ADSL Mixto 2 y 4,quedcmuri_m,que7oc7deoctubreuno2,A2048,172.22.52.253,xdsl 48,CAMBIADO
Home ADSL Mixto 1 y 2,quefxloza_m,que7ocparqueperla2,A2048,172.22.56.253,xdsl 1,CAMBIADO
Home ADSL Mixto 1 y 2,quemjceva_m,que7ocparqueperla2,A2048,172.22.56.253,xdsl 21,CAMBIADO
Home ADSL Mixto 1 y 2,queccpalm_m,que7ocparqueperla2,A2048,172.22.56.253,xdsl 4,CAMBIADO
Home ADSL Mixto 2 y 4,queghluci_m,que7ocparqueperla2,A2048,172.22.56.253,xdsl 3,CAMBIADO
Home ADSL Mixto 3 y 6,uiojemunozm,uiontuvina1,A2048,172.30.249.88,xdsl 5,CAMBIADO
Home ADSL Mixto 4 y 8,uiocwahlih2,uiontuvina1,A2048,172.30.249.88,xdsl 29,CAMBIADO
Home ADSL Mixto 4 y 8,uioalsala_m,uiontuvina1,A2048,172.30.249.88,xdsl 25,CAMBIADO
Home ADSL Mixto 4 y 8,uiojdmosq_m,uiontuvina1,A2048,172.30.249.88,xdsl 9,CAMBIADO
Home ADSL Mixto 3 y 6,uiojsmoli_m,uiontuvina1,A2048,172.30.249.88,xdsl 2,CAMBIADO
Home ADSL Mixto 1 y 2,balrjalav_m,balbalmunicipio1,A2048,172.26.4.254,xdsl 48,CAMBIADO
Home ADSL Mixto 1 y 2,ballaproa_m,balbalmunicipio1,A2048,172.26.4.254,xdsl 44,CAMBIADO
Home ADSL Mixto 1 y 2,balgdplac_m,balbalmunicipio1,A2048,172.26.4.254,xdsl 45,CAMBIADO
Home ADSL Mixto 1 y 2,balfcjord_m,balbalmunicipio1,A2048,172.26.4.254,xdsl 47,CAMBIADO
Home ADSL Mixto 2 y 4,balllguan_m,balbalmunicipio1,A2048,172.26.4.254,xdsl 35,CAMBIADO
Home ADSL Mixto 512 y 2048,poremjime_m,porporiess3,A2048,172.29.106.252,xdsl 37,CAMBIADO
Home ADSL Mixto 1 y 2,porcmsanc_m,porporiess3,A2048,172.29.106.252,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,porrfbaqu_m,porporiess3,A2048,172.29.106.252,xdsl 26,CAMBIADO
Home ADSL Mixto 1 y 2,porfarra_m,porporiess3,A2048,172.29.106.252,xdsl 5,CAMBIADO
Home ADSL Mixto 2 y 4,porejveram_m,porporiess3,A2048,172.29.106.252,xdsl 36,CAMBIADO
Home ADSL Mixto 1 y 2,jipsmlucasm_m,jipjiplafae1,A2048,172.21.29.254,xdsl 13,CAMBIADO
Home ADSL Mixto 1 y 2,jipjjparrales_m,jipjiplafae1,A2048,172.21.29.254,xdsl 26,CAMBIADO
Home ADSL Mixto 2 y 4,jipzssalvatis_m,jipjiplafae1,A2048,172.21.29.254,xdsl 17,CAMBIADO
Home ADSL Mixto 1 y 2,jipnapere_m,jipjipparrales2,A2048,172.21.32.253,xdsl 29,CAMBIADO
Home ADSL Mixto 1 y 2,jipllquijijec_m,jipjipparrales2,A2048,172.21.32.253,xdsl 20,CAMBIADO
Home ADSL Mixto 1 y 2,jipsareye_m,jipjipparrales2,A2048,172.21.32.253,xdsl 33,CAMBIADO
Home ADSL Mixto 1 y 2,jipivquijijep_m,jipjipparrales2,A2048,172.21.32.253,xdsl 1,CAMBIADO
Home ADSL Mixto 2 y 4,jipvlrodrig_m,jipjipparrales2,A2048,172.21.32.253,xdsl 12,CAMBIADO
Home ADSL Mixto 512 y 1024,quelmgarciar1,quedepdsegunda1,A2048,172.22.33.254,xdsl 42,CAMBIADO
Home ADSL Mixto 1 y 2,quegbzava_m,quedepdsegunda1,A2048,172.22.33.254,xdsl 24,CAMBIADO
Home ADSL Mixto 1 y 2,quejchena2_m,quedepdsegunda1,A2048,172.22.33.254,xdsl 30,CAMBIADO
Home ADSL Mixto 1 y 2,quemdnavarr_m,quedepdsegunda1,A2048,172.22.33.254,xdsl 34,CAMBIADO
Home ADSL Mixto 1 y 2,queolzapatier_m,quedepdsegunda1,A2048,172.22.33.254,xdsl 44,CAMBIADO
Home ADSL Mixto 2 y 4,quemvlain_m,quedepdsegunda1,A2048,172.22.33.254,xdsl 20,CAMBIADO
Home ADSL Mixto 2 y 4,quemjcaldero_m,quedepdsegunda1,A2048,172.22.33.254,xdsl 36,CAMBIADO
Home ADSL Mixto 3 y 6,quearvaldivm_m,quedepdsegunda1,A2048,172.22.33.254,xdsl 37,CAMBIADO
Home ADSL Mixto 3 y 6,uiorcordo_m,uiogoshdpinto1,A2048,172.30.254.20,xdsl 20,CAMBIADO
Home ADSL Mixto 3 y 6,uiongcald_m,uiogoshdpinto1,A2048,172.30.254.20,xdsl 6,CAMBIADO
Home ADSL Mixto 6 y 12,uiobemogo_m,uiogoshdpinto1,A2048,172.30.254.20,xdsl 13,CAMBIADO
Home ADSL Mixto 2 y 4,uioinoboa_m,uiogoshdpinto1,A2048,172.30.254.20,xdsl 21,CAMBIADO
Home ADSL Mixto 512 y 1024,porrocarrill_m,porpasorquideas1,A2048,172.29.82.254,xdsl 43,CAMBIADO
Home ADSL Mixto 1 y 2,porlgarag_m,porpasorquideas1,A2048,172.29.82.254,xdsl 13,CAMBIADO
Home ADSL Mixto 1 y 2,poregquir_m,porpasorquideas1,A2048,172.29.82.254,xdsl 5,CAMBIADO
Home ADSL Mixto 2 y 4,poriemene_m,porpasorquideas1,A2048,172.29.82.254,xdsl 12,CAMBIADO
Home ADSL Mixto 1 y 2,jiprdloora_m,jipjipjipijapa1,A2048,172.21.21.254,xdsl 12,CAMBIADO
Home ADSL Mixto 1 y 2,jipmpguerrap_m,jipjipjipijapa1,A2048,172.21.21.254,xdsl 1,CAMBIADO
Home ADSL Mixto 1 y 2,jipjwcarvajal_m,jipjipjipijapa1,A2048,172.21.21.254,xdsl 11,CAMBIADO
Home ADSL Mixto 1 y 2,jipewcond_m,jipjipjipijapa1,A2048,172.21.21.254,xdsl 16,CAMBIADO
Home ADSL Mixto 512 y 1024,balcezambrano_m,balbalbarrioco1,A2048,172.26.3.254,xdsl 21,CAMBIADO
Home ADSL Mixto 1 y 2,balsmavil_m,balbalbarrioco1,A2048,172.26.3.254,xdsl 35,CAMBIADO
Home ADSL Mixto 1 y 2,balnpburg_m,balbalbarrioco1,A2048,172.26.3.254,xdsl 38,CAMBIADO
Home ADSL Mixto 1 y 2,baljealcivara_m,balbalbarrioco1,A2048,172.26.3.254,xdsl 6,CAMBIADO
Home ADSL Mixto 2 y 4,balmwcapu_m,balbalbarrioco1,A2048,172.26.3.254,xdsl 39,CAMBIADO
Home ADSL Mixto 1 y 2,uiojgromano_m,uioarmleganes1,A2048,172.30.251.82,xdsl 7,CAMBIADO
Home ADSL Mixto 1 y 2,uiojfsori_m,uioarmleganes1,A2048,172.30.251.82,xdsl 38,CAMBIADO
Home ADSL Mixto 1 y 2,uiomjvill_m,uioarmleganes1,A2048,172.30.251.82,xdsl 28,CAMBIADO
Home ADSL Mixto 1 y 2,uiovgarau_m,uioarmleganes1,A2048,172.30.251.82,xdsl 37,CAMBIADO
Home ADSL Mixto 1 y 2,uiojevalenciac1,uioarmleganes1,A2048,172.30.251.82,xdsl 15,CAMBIADO
Home ADSL Mixto 4 y 8,uiolsherry1,uioarmleganes1,A2048,172.30.251.82,xdsl 24,CAMBIADO
Home ADSL Mixto 2 y 4,uioacherr_m,uioarmleganes1,A2048,172.30.251.82,xdsl 39,CAMBIADO
Home ADSL Mixto 512 y 1024,jipoesanchez_m,jipjipparreles1,A2048,172.21.32.254,xdsl 18,CAMBIADO
Home ADSL Mixto 512 y 1024,jipmrchavezs_m,jipjipparreles1,A2048,172.21.32.254,xdsl 42,CAMBIADO
Home ADSL Mixto 1 y 2,jipcfchongb_m,jipjipparreles1,A2048,172.21.32.254,xdsl 15,CAMBIADO
Home ADSL Mixto 1 y 2,jippapisc_m,jipjipparreles1,A2048,172.21.32.254,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,jiplmparrale_m,jipjipparreles1,A2048,172.21.32.254,xdsl 9,CAMBIADO
Home ADSL Mixto 0.512 y 1,jipejpioncel_m,jipjipparreles1,A2048,172.21.32.254,xdsl 36,CAMBIADO
Home ADSL Mixto 512 y 1024,pormmcevallos_m,porpormercado1,A2048,172.29.90.254,xdsl 13,CAMBIADO
Home ADSL Mixto 1 y 2,porrdlinzanp_m,porpormercado1,A2048,172.29.90.254,xdsl 39,CAMBIADO
Home ADSL Mixto 1 y 2,porgmbrit_m,porpormercado1,A2048,172.29.90.254,xdsl 32,CAMBIADO
Home ADSL Mixto 2 y 4,porifmerac_m,porpormercado1,A2048,172.29.90.254,xdsl 7,CAMBIADO
Internet Home ADSL Mixto 0.5 y 2.5,porjasamp,porpormercado1,A2048,172.29.90.254,xdsl 26,CAMBIADO
Internet Home ADSL Mixto 0.5 y 2.5,porgmrive,porpormercado1,A2048,172.29.90.254,xdsl 6,CAMBIADO
Home ADSL Mixto 1 y 2,quedgdel_m,quequemalecon1,A2048,172.22.29.254,xdsl 45,CAMBIADO
Home ADSL Mixto 1 y 2,quedcproanor_m,quequemalecon1,A2048,172.22.29.254,xdsl 10,CAMBIADO
Home ADSL Mixto 1 y 2,quelralva_m,quequemalecon1,A2048,172.22.29.254,xdsl 4,CAMBIADO
Home ADSL Mixto 1 y 2,queoojar_m,quequemalecon1,A2048,172.22.29.254,xdsl 31,CAMBIADO
Home ADSL Mixto 1 y 2,quefjtayw_m,quequemalecon1,A2048,172.22.29.254,xdsl 46,CAMBIADO
Home ADSL Mixto 2 y 4,quemvsevillar_m,quequemalecon1,A2048,172.22.29.254,xdsl 17,CAMBIADO
Home ADSL Mixto 2 y 4,quelaescu_m,quequemalecon1,A2048,172.22.29.254,xdsl 33,CAMBIADO
Home ADSL Mixto 1 y 2,balrblunag_m,balbalbaltazar3,A2048,172.26.2.252,xdsl 36,CAMBIADO
Home ADSL Mixto 1 y 2,baldxguer_m,balbalbaltazar3,A2048,172.26.2.252,xdsl 23,CAMBIADO
Home ADSL Mixto 1 y 2,balxamaci_m,balbalbaltazar3,A2048,172.26.2.252,xdsl 7,CAMBIADO
Home ADSL Mixto 1 y 2,baljgburg_m,balbalbaltazar3,A2048,172.26.2.252,xdsl 9,CAMBIADO
Home ADSL Mixto 1 y 2,baljelope_m,balbalbaltazar3,A2048,172.26.2.252,xdsl 32,CAMBIADO
Home ADSL Mixto 1 y 2,baljegama_m,balbalbaltazar3,A2048,172.26.2.252,xdsl 48,CAMBIADO
Home ADSL Mixto 1 y 2,balcjtoma_m,balbalbaltazar3,A2048,172.26.2.252,xdsl 22,CAMBIADO
Home ADSL Mixto 3 y 6,uiovpmant,uiontusananduva1,A2048,172.30.249.90,xdsl 21,CAMBIADO
Home ADSL Mixto 4 y 8,uiobjpazy1,uiontusananduva1,A2048,172.30.249.90,xdsl 30,CAMBIADO
Home ADSL Mixto 6 y 12,uiopjmartineza1,uiontusananduva1,A2048,172.30.249.90,xdsl 31,CAMBIADO
Home ADSL Mixto 4 y 8,uiomceped_m,uiontusananduva1,A2048,172.30.249.90,xdsl 28,CAMBIADO
Home ADSL Mixto 6 y 12,uiocsrive_m,uiontusananduva1,A2048,172.30.249.90,xdsl 26,CAMBIADO
