PLAN,LOGIN,ELEMENTO,MODELO,IP,PUERTO,RESULTADO
Home ADSL Mixto 1 y 2,triorcarrielg_m,tritrisbolivar1,A2048,10.114.1.254,xdsl 32,CAMBIADO
Home ADSL Mixto 1 y 2,triwewash_m,tritrisbolivar1,A2048,10.114.1.254,xdsl 36,CAMBIADO
Home ADSL Mixto 1 y 2,trissarev_m,tritrisbolivar1,A2048,10.114.1.254,xdsl 5,CAMBIADO
Home ADSL Mixto 1 y 2,trimrruizt_m,tritrisbolivar1,A2048,10.114.1.254,xdsl 12,CAMBIADO
Home ADSL Mixto 1 y 2,trilsjarao_m,tritrisbolivar1,A2048,10.114.1.254,xdsl 1,CAMBIADO
Home ADSL Mixto 1 y 2,trilsjarab_m,tritrisbolivar1,A2048,10.114.1.254,xdsl 19,CAMBIADO
Home ADSL Mixto 1 y 2,trilmjuel_m,tritrisbolivar1,A2048,10.114.1.254,xdsl 29,CAMBIADO
Home ADSL Mixto 1 y 2,trijpareva_m,tritrisbolivar1,A2048,10.114.1.254,xdsl 22,CAMBIADO
Home ADSL Mixto 2 y 4,trisumise_m,tritrisbolivar1,A2048,10.114.1.254,xdsl 14,CAMBIADO
Home ADSL Mixto 2 y 4,trijvorte_m,tritrisbolivar1,A2048,10.114.1.254,xdsl 28,CAMBIADO
Home ADSL Mixto 1 y 2,vineglasc_m,vinvinextsucre3,A2048,172.25.1.250,xdsl 42,CAMBIADO
Home ADSL Mixto 1 y 2,vinsjmont_m,vinvinextsucre3,A2048,172.25.1.250,xdsl 34,CAMBIADO
Home ADSL Mixto 1 y 2,vingmanja_m,vinvinextsucre3,A2048,172.25.1.250,xdsl 14,CAMBIADO
Home ADSL Mixto 1 y 2,vinvfcere_m,vinvinextsucre3,A2048,172.25.1.250,xdsl 48,CAMBIADO
Home ADSL Mixto 1 y 2,vincmcarc_m,vinvinextsucre3,A2048,172.25.1.250,xdsl 24,CAMBIADO
Home ADSL Mixto 1 y 2,vinyggile_m,vinvinextsucre3,A2048,172.25.1.250,xdsl 41,CAMBIADO
Home ADSL Mixto 1 y 2,vinwfmend_m,vinvinextsucre3,A2048,172.25.1.250,xdsl 45,CAMBIADO
Home ADSL Mixto 1 y 2,vinlicoel_m,vinvinextsucre3,A2048,172.25.1.250,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,vinjjaspi_m,vinvinextsucre3,A2048,172.25.1.250,xdsl 12,CAMBIADO
Home ADSL Mixto 2 y 4,vinwemontesv_m,vinvinextsucre3,A2048,172.25.1.250,xdsl 4,CAMBIADO
Home ADSL Mixto 2 y 4,vinjivern_m,vinvinextsucre3,A2048,172.25.1.250,xdsl 9,CAMBIADO
Home ADSL Mixto 512 y 1024,quejrmunoza1,queque2galoplaza1,A2048,172.22.65.254,xdsl 47,CAMBIADO
Home ADSL Mixto 512 y 1024,quecnolveras1,queque2galoplaza1,A2048,172.22.65.254,xdsl 45,CAMBIADO
Home ADSL Mixto 512 y 1024,queamandr,queque2galoplaza1,A2048,172.22.65.254,xdsl 1,CAMBIADO
Home ADSL Mixto 1 y 2,quegapach_m,queque2galoplaza1,A2048,172.22.65.254,xdsl 21,CAMBIADO
Home ADSL Mixto 1 y 2,quemmpere_m,queque2galoplaza1,A2048,172.22.65.254,xdsl 43,CAMBIADO
Home ADSL Mixto 1 y 2,quevmyelab_m,queque2galoplaza1,A2048,172.22.65.254,xdsl 2,CAMBIADO
Home ADSL Mixto 1 y 2,quedbseg_m,queque2galoplaza1,A2048,172.22.65.254,xdsl 32,CAMBIADO
Home ADSL Mixto 1 y 2,quecoburg_m,queque2galoplaza1,A2048,172.22.65.254,xdsl 6,CAMBIADO
Home ADSL Mixto 1 y 2,quekjburgosb_m,queque2galoplaza1,A2048,172.22.65.254,xdsl 9,CAMBIADO
Home ADSL Mixto 1 y 2,quergpala_m,queque2galoplaza1,A2048,172.22.65.254,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,quepurodr_m,queque2galoplaza1,A2048,172.22.65.254,xdsl 17,CAMBIADO
Home ADSL Mixto 1 y 2,quecachon_m,queque2galoplaza1,A2048,172.22.65.254,xdsl 23,CAMBIADO
Home ADSL Mixto 1 y 2,stdmrcaic_m,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 2,CAMBIADO
Home ADSL Mixto 1 y 2,stdvlcuev_m,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 4,CAMBIADO
Home ADSL Mixto 1 y 2,stdjrreye_m,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 13,CAMBIADO
Home ADSL Mixto 1 y 2,stdsuare_m,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 1,CAMBIADO
Home ADSL Mixto 1 y 2,stdplacosta_m,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 23,CAMBIADO
Home ADSL Mixto 1 y 2,stdyvrosa_m,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 7,CAMBIADO
Home ADSL Mixto 1 y 2,stdvfroylan_m,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 25,CAMBIADO
Home ADSL Mixto 1 y 2,stdvfmingam_m,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 11,CAMBIADO
Home ADSL Mixto 1 y 2,stdgvanch_m,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 9,CAMBIADO
Home ADSL Mixto 1 y 2,stdarchim_m,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 6,CAMBIADO
Home ADSL Mixto 1 y 2,stdedcollaguac,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 10,CAMBIADO
Home ADSL Mixto 1 y 2,stdfabravol1,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 30,CAMBIADO
Home ADSL Mixto 1 y 2,stdmcchangop1,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 37,CAMBIADO
Home ADSL Mixto 1 y 2,stdfmcasanovam1,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 35,CAMBIADO
Home ADSL Mixto 256 y 512,stdabquinte_m,stdclnjmontalvo1,A2048,172.30.253.76,xdsl 38,CAMBIADO
Home ADSL Mixto 1 y 2,manpmmart_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 47,CAMBIADO
Home ADSL Mixto 1 y 2,manlemoreir_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 7,CAMBIADO
Home ADSL Mixto 1 y 2,manlmpita_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 39,CAMBIADO
Home ADSL Mixto 1 y 2,manleflor_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 35,CAMBIADO
Home ADSL Mixto 1 y 2,mancmpach_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 26,CAMBIADO
Home ADSL Mixto 1 y 2,manccs_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 19,CAMBIADO
Home ADSL Mixto 1 y 2,mancacal_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 31,CAMBIADO
Home ADSL Mixto 1 y 2,manbpzaba_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 33,CAMBIADO
Home ADSL Mixto 1 y 2,mandrzamb_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 14,CAMBIADO
Home ADSL Mixto 2 y 4,manmgintr_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 2,CAMBIADO
Home ADSL Mixto 2 y 4,manmfmurilloa_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 23,CAMBIADO
Home ADSL Mixto 2 y 4,manmeverac_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 13,CAMBIADO
Home ADSL Mixto 2 y 4,manlrplua_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 48,CAMBIADO
Home ADSL Mixto 2 y 4,manguigal_m,mntcabpolicia2,A2048,172.28.125.252,xdsl 22,CAMBIADO
Home ADSL Mixto 1 y 2,uiojlmorale_m,uioarmamaranta1,A2048,172.30.251.89,xdsl 22,CAMBIADO
Home ADSL Mixto 1 y 2,uiojdtrujill_m,uioarmamaranta1,A2048,172.30.251.89,xdsl 13,CAMBIADO
Home ADSL Mixto 1 y 2,uiovealmeid_m,uioarmamaranta1,A2048,172.30.251.89,xdsl 6,CAMBIADO
Home ADSL Mixto 1 y 2,uiovhestr_m,uioarmamaranta1,A2048,172.30.251.89,xdsl 10,CAMBIADO
Home ADSL Mixto 1 y 2,uiopmlogronog1,uioarmamaranta1,A2048,172.30.251.89,xdsl 45,CAMBIADO
Home ADSL Mixto 1 y 2,uioheenriquezp1,uioarmamaranta1,A2048,172.30.251.89,xdsl 37,CAMBIADO
Home ADSL Mixto 1 y 2,uiofgonatel1,uioarmamaranta1,A2048,172.30.251.89,xdsl 46,CAMBIADO
Home ADSL Mixto 2 y 4,uioarga_m8,uioarmamaranta1,A2048,172.30.251.89,xdsl 7,CAMBIADO
Home ADSL Mixto 2 y 4,uionvespa_m,uioarmamaranta1,A2048,172.30.251.89,xdsl 2,CAMBIADO
Home ADSL Mixto 2 y 4,uiogponta_m,uioarmamaranta1,A2048,172.30.251.89,xdsl 4,CAMBIADO
Home ADSL Mixto 2 y 4,uiomamira_m,uioarmamaranta1,A2048,172.30.251.89,xdsl 12,CAMBIADO
Home ADSL Mixto 1 y 2,vinsarosa_m,vinvinaquilesc1,A2048,172.25.4.254,xdsl 3,CAMBIADO
Home ADSL Mixto 2 y 4,vinpjmoram_m,vinvinaquilesc1,A2048,172.25.4.254,xdsl 35,CAMBIADO
Home ADSL Mixto 2 y 4,vinpjmoram2_m,vinvinaquilesc1,A2048,172.25.4.254,xdsl 36,CAMBIADO
Home ADSL Mixto 2 y 4,vinbmalme_m,vinvinaquilesc1,A2048,172.25.4.254,xdsl 33,CAMBIADO
Home ADSL Mixto 2 y 4,vinbmalme2_m,vinvinaquilesc1,A2048,172.25.4.254,xdsl 34,CAMBIADO
Home ADSL Mixto 2 y 4,vinjwwenj_m,vinvinaquilesc1,A2048,172.25.4.254,xdsl 44,CAMBIADO
Home ADSL Mixto 3 y 6,vinjebrav_m,vinvinaquilesc1,A2048,172.25.4.254,xdsl 31,CAMBIADO
Home ADSL Mixto 3 y 6,vingjbrav_m,vinvinaquilesc1,A2048,172.25.4.254,xdsl 29,CAMBIADO
Home ADSL Mixto 3 y 6,vinmabrav_m,vinvinaquilesc1,A2048,172.25.4.254,xdsl 30,CAMBIADO
Home ADSL Mixto 3 y 6,vinjjpena_m,vinvinaquilesc1,A2048,172.25.4.254,xdsl 32,CAMBIADO
Home ADSL Mixto 3 y 6,vinjgbravob_m,vinvinaquilesc1,A2048,172.25.4.254,xdsl 12,CAMBIADO
Home ADSL Mixto 512 y 1536,vinreverac_m3,vinvinaquilesc1,A2048,172.25.4.254,xdsl 23,CAMBIADO
Home ADSL Mixto 512 y 2048,troadleono_m4,trotromunicipio2,A2048,10.114.9.253,xdsl 26,CAMBIADO
Home ADSL Mixto 1 y 2,troarluce_m,trotromunicipio2,A2048,10.114.9.253,xdsl 21,CAMBIADO
Home ADSL Mixto 1 y 2,trovamolinaa2,trotromunicipio2,A2048,10.114.9.253,xdsl 31,CAMBIADO
Home ADSL Mixto 1 y 2,trodscabr_m,trotromunicipio2,A2048,10.114.9.253,xdsl 38,CAMBIADO
Home ADSL Mixto 1 y 2,troamjacher_m,trotromunicipio2,A2048,10.114.9.253,xdsl 10,CAMBIADO
Home ADSL Mixto 1 y 2,trojmpera_m,trotromunicipio2,A2048,10.114.9.253,xdsl 48,CAMBIADO
Home ADSL Mixto 1 y 2,trorgdavi_m,trotromunicipio2,A2048,10.114.9.253,xdsl 41,CAMBIADO
Home ADSL Mixto 1 y 2,trosmla_m,trotromunicipio2,A2048,10.114.9.253,xdsl 45,CAMBIADO
Home ADSL Mixto 1 y 2,troslparr_m,trotromunicipio2,A2048,10.114.9.253,xdsl 20,CAMBIADO
Home ADSL Mixto 2 y 4,troamramono_m,trotromunicipio2,A2048,10.114.9.253,xdsl 15,CAMBIADO
Home ADSL Mixto 2 y 4,trojnguam_m,trotromunicipio2,A2048,10.114.9.253,xdsl 42,CAMBIADO
Home ADSL Mixto 2 y 4,trosjavend_m,trotromunicipio2,A2048,10.114.9.253,xdsl 39,CAMBIADO
Home ADSL Mixto 2 y 4,troddurqu_m,trotromunicipio2,A2048,10.114.9.253,xdsl 29,CAMBIADO
Home ADSL Mixto 512 y 1024,trinajime_m,tritri24demayo2,A2048,10.114.3.253,xdsl 15,CAMBIADO
Home ADSL Mixto 512 y 1024,tritjclav_m,tritri24demayo2,A2048,10.114.3.253,xdsl 38,CAMBIADO
Home ADSL Mixto 1 y 2,trirjzhindons_m,tritri24demayo2,A2048,10.114.3.253,xdsl 11,CAMBIADO
Home ADSL Mixto 1 y 2,trijfguar_m,tritri24demayo2,A2048,10.114.3.253,xdsl 36,CAMBIADO
Home ADSL Mixto 1 y 2,trijfcamp_m,tritri24demayo2,A2048,10.114.3.253,xdsl 23,CAMBIADO
Home ADSL Mixto 1 y 2,trigrricc_m,tritri24demayo2,A2048,10.114.3.253,xdsl 39,CAMBIADO
Home ADSL Mixto 1 y 2,triceagui_m,tritri24demayo2,A2048,10.114.3.253,xdsl 43,CAMBIADO
Home ADSL Mixto 1 y 2,triadcoro_m,tritri24demayo2,A2048,10.114.3.253,xdsl 4,CAMBIADO
Home ADSL Mixto 1 y 2,trismmira_m,tritri24demayo2,A2048,10.114.3.253,xdsl 24,CAMBIADO
Home ADSL Mixto 1 y 2,trimsmore_m,tritri24demayo2,A2048,10.114.3.253,xdsl 25,CAMBIADO
Home ADSL Mixto 1 y 2,trimjchav_m,tritri24demayo2,A2048,10.114.3.253,xdsl 6,CAMBIADO
Home ADSL Mixto 1 y 2,trimdtorr_m,tritri24demayo2,A2048,10.114.3.253,xdsl 20,CAMBIADO
Home ADSL Mixto 1 y 2,trileeliz_m,tritri24demayo2,A2048,10.114.3.253,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,trilcasti_m,tritri24demayo2,A2048,10.114.3.253,xdsl 19,CAMBIADO
Home ADSL Mixto 2 y 4,tricmacos_m,tritri24demayo2,A2048,10.114.3.253,xdsl 37,CAMBIADO
Home ADSL Mixto 2 y 4,triooorte_m,tritri24demayo2,A2048,10.114.3.253,xdsl 47,CAMBIADO
Home ADSL Mixto 1 y 2,queejcede_m,que7oc7deoctubredos1,A2048,172.22.51.254,xdsl 24,CAMBIADO
Home ADSL Mixto 1 y 2,quedmpere_m,que7oc7deoctubredos1,A2048,172.22.51.254,xdsl 29,CAMBIADO
Home ADSL Mixto 1 y 2,quekhamag_m,que7oc7deoctubredos1,A2048,172.22.51.254,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,quevechangh_m,que7oc7deoctubredos1,A2048,172.22.51.254,xdsl 28,CAMBIADO
Home ADSL Mixto 1 y 2,queinfuen,que7oc7deoctubredos1,A2048,172.22.51.254,xdsl 16,CAMBIADO
Home ADSL Mixto 1 y 2,quepbhern_m,que7oc7deoctubredos1,A2048,172.22.51.254,xdsl 2,CAMBIADO
Home ADSL Mixto 1 y 2,queejhida_m,que7oc7deoctubredos1,A2048,172.22.51.254,xdsl 13,CAMBIADO
Home ADSL Mixto 1 y 2,queddagui_m,que7oc7deoctubredos1,A2048,172.22.51.254,xdsl 25,CAMBIADO
Home ADSL Mixto 1 y 2,quemepere_m,que7oc7deoctubredos1,A2048,172.22.51.254,xdsl 35,CAMBIADO
Home ADSL Mixto 1 y 2,quealcamp_m,que7oc7deoctubredos1,A2048,172.22.51.254,xdsl 40,CAMBIADO
Home ADSL Mixto 2 y 4,quehffrei_m,que7oc7deoctubredos1,A2048,172.22.51.254,xdsl 23,CAMBIADO
Home ADSL Mixto 1 y 2,tronsrobl_m,trotroealfaro1,A2048,10.114.4.254,xdsl 42,CAMBIADO
Home ADSL Mixto 1 y 2,trojmnovi_m,trotroealfaro1,A2048,10.114.4.254,xdsl 14,CAMBIADO
Home ADSL Mixto 1 y 2,tromxcabr_m,trotroealfaro1,A2048,10.114.4.254,xdsl 1,CAMBIADO
Home ADSL Mixto 1 y 2,trosdramire_m,trotroealfaro1,A2048,10.114.4.254,xdsl 23,CAMBIADO
Home ADSL Mixto 1 y 2,trogemolinaj_m,trotroealfaro1,A2048,10.114.4.254,xdsl 20,CAMBIADO
Home ADSL Mixto 1 y 2,troeptapiar_m,trotroealfaro1,A2048,10.114.4.254,xdsl 17,CAMBIADO
Home ADSL Mixto 1 y 2,trocpcamp_m,trotroealfaro1,A2048,10.114.4.254,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,trocmort_m,trotroealfaro1,A2048,10.114.4.254,xdsl 9,CAMBIADO
Home ADSL Mixto 2 y 4,trohahere_m,trotroealfaro1,A2048,10.114.4.254,xdsl 30,CAMBIADO
Home ADSL Mixto 2 y 4,troychen_m,trotroealfaro1,A2048,10.114.4.254,xdsl 32,CAMBIADO
Home ADSL Mixto 2 y 4,trojhou_m,trotroealfaro1,A2048,10.114.4.254,xdsl 27,CAMBIADO
Home ADSL Mixto 2 y 4,trilfluceros_m,trotroealfaro1,A2048,10.114.4.254,xdsl 18,CAMBIADO
Home ADSL Mixto 1 y 2,gyejlcere_m,gyetercaracol1,A2048,172.17.106.254,xdsl 26,CAMBIADO
Home ADSL Mixto 1 y 2,gyereprec_m,gyetercaracol1,A2048,172.17.106.254,xdsl 12,CAMBIADO
Home ADSL Mixto 1 y 2,gyeraplaz_m,gyetercaracol1,A2048,172.17.106.254,xdsl 47,CAMBIADO
Home ADSL Mixto 1 y 2,gyerxmont_m,gyetercaracol1,A2048,172.17.106.254,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,gyeoagarci_m,gyetercaracol1,A2048,172.17.106.254,xdsl 24,CAMBIADO
Home ADSL Mixto 1 y 2,gyegmreza_m,gyetercaracol1,A2048,172.17.106.254,xdsl 2,CAMBIADO
Home ADSL Mixto 1 y 2,gyegaparr_m,gyetercaracol1,A2048,172.17.106.254,xdsl 34,CAMBIADO
Home ADSL Mixto 1 y 2,gyemrespi_m,gyetercaracol1,A2048,172.17.106.254,xdsl 36,CAMBIADO
Home ADSL Mixto 1 y 2,gyemhplua_m,gyetercaracol1,A2048,172.17.106.254,xdsl 35,CAMBIADO
Home ADSL Mixto 1 y 2,gyenjjimenezb1,gyetercaracol1,A2048,172.17.106.254,xdsl 4,CAMBIADO
Home ADSL Mixto 1 y 2,gyenfsalazarm1,gyetercaracol1,A2048,172.17.106.254,xdsl 44,CAMBIADO
Home ADSL Mixto 1 y 2,gyesktircioa1,gyetercaracol1,A2048,172.17.106.254,xdsl 1,CAMBIADO
Home ADSL Mixto 1 y 2,gyemacarrielt1,gyetercaracol1,A2048,172.17.106.254,xdsl 45,CAMBIADO
Home ADSL Mixto 2 y 4,gyeasociacion1,gyetercaracol1,A2048,172.17.106.254,xdsl 37,CAMBIADO
Home ADSL Mixto 1 y 2,manmbceva_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 41,CAMBIADO
Home ADSL Mixto 1 y 2,mantgchenv_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 21,CAMBIADO
Home ADSL Mixto 1 y 2,mankrchic_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 6,CAMBIADO
Home ADSL Mixto 1 y 2,manmmbaqu_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 29,CAMBIADO
Home ADSL Mixto 1 y 2,manmcvill_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 2,CAMBIADO
Home ADSL Mixto 1 y 2,manjrverac_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,manjgsozac_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 14,CAMBIADO
Home ADSL Mixto 1 y 2,manllmend_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 48,CAMBIADO
Home ADSL Mixto 1 y 2,manfcaler_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 35,CAMBIADO
Home ADSL Mixto 1 y 2,manipbazu_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 47,CAMBIADO
Home ADSL Mixto 1 y 2,manaanavia_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 1,CAMBIADO
Home ADSL Mixto 1 y 2,mangxzamb_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 17,CAMBIADO
Home ADSL Mixto 2 y 4,manxhuang_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 45,CAMBIADO
Home ADSL Mixto 2 y 4,manwwenpi_m,mntcabpolicia1,A2048,172.28.125.254,xdsl 23,CAMBIADO
Home ADSL Nocturno 1024,vinaggomezc_n,vinvinoficina2,A2048,172.25.2.253,xdsl 3,CAMBIADO
Home ADSL Mixto 512 y 1024,vinengome_m,vinvinoficina2,A2048,172.25.2.253,xdsl 8,CAMBIADO
Home ADSL Mixto 1 y 2,vinirtriv2_m,vinvinoficina2,A2048,172.25.2.253,xdsl 41,CAMBIADO
Home ADSL Mixto 1 y 2,vinmgcast_m,vinvinoficina2,A2048,172.25.2.253,xdsl 28,CAMBIADO
Home ADSL Mixto 1 y 2,vinmatama_m,vinvinoficina2,A2048,172.25.2.253,xdsl 1,CAMBIADO
Home ADSL Mixto 1 y 2,vinbffuentest_m,vinvinoficina2,A2048,172.25.2.253,xdsl 43,CAMBIADO
Home ADSL Mixto 1 y 2,vinkemora_m,vinvinoficina2,A2048,172.25.2.253,xdsl 39,CAMBIADO
Home ADSL Mixto 1 y 2,vinjfcasq_m,vinvinoficina2,A2048,172.25.2.253,xdsl 5,CAMBIADO
Home ADSL Mixto 1 y 2,vinjemuno_m,vinvinoficina2,A2048,172.25.2.253,xdsl 19,CAMBIADO
Home ADSL Mixto 2 y 4,vinacmuno_m,vinvinoficina2,A2048,172.25.2.253,xdsl 44,CAMBIADO
Home ADSL Mixto 3 y 6,vinhscoellom_m,vinvinoficina2,A2048,172.25.2.253,xdsl 37,CAMBIADO
Home ADSL Mixto 0.512 y 1,vinvmwongm_m,vinvinoficina2,A2048,172.25.2.253,xdsl 46,CAMBIADO
Home ADSL Mixto 512 y 1536,vinbnsuarezm_m3,vinvinoficina2,A2048,172.25.2.253,xdsl 33,CAMBIADO
Home ADSL Mixto 512 y 1024,millecastros1,milmilhelechos2,A2048,172.16.22.248,xdsl 11,CAMBIADO
Home ADSL Mixto 512 y 1024,mildlverav_m,milmilhelechos2,A2048,172.16.22.248,xdsl 36,CAMBIADO
Home ADSL Mixto 512 y 1024,milsvilla_m,milmilhelechos2,A2048,172.16.22.248,xdsl 43,CAMBIADO
Home ADSL Mixto 512 y 1024,millcmurr_m,milmilhelechos2,A2048,172.16.22.248,xdsl 46,CAMBIADO
Home ADSL Mixto 512 y 1024,milcfcand_m,milmilhelechos2,A2048,172.16.22.248,xdsl 47,CAMBIADO
Home ADSL Mixto 512 y 1024,milgpparr_m,milmilhelechos2,A2048,172.16.22.248,xdsl 27,CAMBIADO
Home ADSL Mixto 512 y 1024,milfnsanchezv_m,milmilhelechos2,A2048,172.16.22.248,xdsl 45,CAMBIADO
Home ADSL Mixto 512 y 1024,miljfurgi_m,milmilhelechos2,A2048,172.16.22.248,xdsl 29,CAMBIADO
Home ADSL Mixto 512 y 2048,milndortizj1,milmilhelechos2,A2048,172.16.22.248,xdsl 19,CAMBIADO
Home ADSL Mixto 512 y 2048,milcvserranog1,milmilhelechos2,A2048,172.16.22.248,xdsl 16,CAMBIADO
Home ADSL Mixto 512 y 2048,milalsarm_m4,milmilhelechos2,A2048,172.16.22.248,xdsl 17,CAMBIADO
Home ADSL Mixto 512 y 2048,milinederp_m4,milmilhelechos2,A2048,172.16.22.248,xdsl 3,CAMBIADO
Home ADSL Mixto 512 y 2048,mildelisabet_m4,milmilhelechos2,A2048,172.16.22.248,xdsl 15,CAMBIADO
Home ADSL Mixto 512 y 2048,milmrreye_m4,milmilhelechos2,A2048,172.16.22.248,xdsl 5,CAMBIADO
Home ADSL Mixto 512 y 2048,milamandr_m4,milmilhelechos2,A2048,172.16.22.248,xdsl 7,CAMBIADO
Home ADSL Mixto 512 y 2048,milpeluce_m4,milmilhelechos2,A2048,172.16.22.248,xdsl 12,CAMBIADO
Home ADSL Mixto 512 y 3072,milabvelezb_m6,milmilhelechos2,A2048,172.16.22.248,xdsl 2,CAMBIADO
Home ADSL Mixto 512 y 3072,millmmunizl_m6,milmilhelechos2,A2048,172.16.22.248,xdsl 33,CAMBIADO
Home ADSL Mixto 512 y 3072,milcgzamb_m6,milmilhelechos2,A2048,172.16.22.248,xdsl 26,CAMBIADO
Home ADSL Mixto 512 y 3072,milpapatr_m6,milmilhelechos2,A2048,172.16.22.248,xdsl 42,CAMBIADO
Home ADSL Mixto 512 y 4096,milfjochoaf_m8,milmilhelechos2,A2048,172.16.22.248,xdsl 48,CAMBIADO
Home ADSL Mixto 1 y 2,tromvsucu_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 38,CAMBIADO
Home ADSL Mixto 1 y 2,trogeramo_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 43,CAMBIADO
Home ADSL Mixto 1 y 2,trochmosq_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 48,CAMBIADO
Home ADSL Mixto 1 y 2,trobmalva_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 47,CAMBIADO
Home ADSL Mixto 1 y 2,troamburg_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 46,CAMBIADO
Home ADSL Mixto 1 y 2,troajorte_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 45,CAMBIADO
Home ADSL Mixto 1 y 2,trokccorderoc,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 11,CAMBIADO
Home ADSL Mixto 1 y 2,trojrcabr_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 28,CAMBIADO
Home ADSL Mixto 1 y 2,troraverd_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 24,CAMBIADO
Home ADSL Mixto 1 y 2,tromlpadro_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 15,CAMBIADO
Home ADSL Mixto 1 y 2,tromgchic_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 13,CAMBIADO
Home ADSL Mixto 2 y 4,troovcarran_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 33,CAMBIADO
Home ADSL Mixto 2 y 4,trongmalot_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 4,CAMBIADO
Home ADSL Mixto 2 y 4,tromigonz_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 27,CAMBIADO
Home ADSL Mixto 2 y 4,troymgana_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 29,CAMBIADO
Home ADSL Mixto 2 y 4,trohiandr_m,trotroluzdeamerica1,A2048,10.114.6.254,xdsl 3,CAMBIADO
Home ADSL Mixto 1 y 2,manjrquij_m,mntcabsanjose1,A2048,172.28.125.251,xdsl 11,CAMBIADO
Home ADSL Mixto 1 y 2,manmapati_m,mntcabsanjose1,A2048,172.28.125.251,xdsl 17,CAMBIADO
Home ADSL Mixto 1 y 2,manifmari_m,mntcabsanjose1,A2048,172.28.125.251,xdsl 35,CAMBIADO
Home ADSL Mixto 1 y 2,manaapachaym_m,mntcabsanjose1,A2048,172.28.125.251,xdsl 33,CAMBIADO
Home ADSL Mixto 1 y 2,mancamuri_m,mntcabsanjose1,A2048,172.28.125.251,xdsl 28,CAMBIADO
Home ADSL Mixto 1 y 2,manjcburg_m,mntcabsanjose1,A2048,172.28.125.251,xdsl 44,CAMBIADO
Home ADSL Mixto 1 y 2,manbgmedi_m,mntcabsanjose1,A2048,172.28.125.251,xdsl 26,CAMBIADO
